0.1234,0.1277,0.0014,0.0018,0.0405,0.1586,0.0078,0.0006,0.0006,0.1111,0.0003,0.0116,0.1013,0.0035,0.0002,0.2203,0.0041,0.0002,0.0023,0.0259,0.0102,0.0081,0.0032,0.002,0.0002,0.0341,0.0003
0.2446,0.1336,0.0295,0.0004,0.0004,0.2255,0.0011,0.0004,0.0108,0.079,0.0004,0.0004,0.0015,0.0162,0.0036,0.1394,0.0299,0.0004,0.0022,0.0277,0.0004,0.0381,0.0004,0.0004,0.0004,0.0141,0.0004
0.3189,0.0325,0.0005,0.0162,0.1297,0.0576,0.0025,0.1637,0.0004,0.0286,0.0012,0.0126,0.006,0.0005,0.0086,0.0525,0.0002,0.0002,0.0008,0.0498,0.1006,0.0067,0.0029,0.0008,0.0002,0.0068,0.0006
0.1181,0.0101,0.0053,0.0105,0.0195,0.0056,0.0488,0.0875,0.0029,0.0068,0.0004,0.0287,0.0249,0.0555,0.123,0.0739,0.0255,0.0001,0.0786,0.0248,0.0574,0.1188,0.0187,0.0467,0.0019,0.0057,0.0015
0.1665,0.1273,0.0009,0.0005,0.0005,0.1303,0.0009,0.0005,0.0207,0.1497,0.0005,0.0005,0.0902,0.0009,0.0022,0.0621,0.0483,0.0005,0.0548,0.0617,0.0143,0.0591,0.0005,0.0031,0.0005,0.0039,0.0005
0.0298,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7228,0.01,0.01,0.01,0.01,0.01
0.2125,0.1041,0.0018,0.0262,0.0258,0.1941,0.0018,0.0082,0.0011,0.0902,0.0003,0.0098,0.0454,0.0155,0.0207,0.0922,0.0019,0.0006,0.0137,0.0484,0.0272,0.029,0.0046,0.003,0.0004,0.0227,0.0002
0.5457,0.0138,0.0009,0.012,0.0003,0.0798,0.0008,0.0003,0.07,0.0416,0.0002,0.0042,0.0112,0.0125,0.0052,0.0359,0.0162,0.0014,0.0002,0.0278,0.0973,0.0167,0.0003,0.0046,0.0002,0.0021,0.0002
0.243,0.0511,0.0009,0.0125,0.0153,0.0601,0.0003,0.0006,0.3056,0.058,0.0001,0.0002,0.0079,0.0009,0.0002,0.1064,0.0002,0.0001,0.0378,0.0481,0.0164,0.0186,0.0007,0.006,0.0001,0.0098,0.0001
0.0911,0.0101,0.0084,0.0512,0.0196,0.0176,0.0048,0.0456,0.0014,0.0235,0.0006,0.0003,0.0559,0.0255,0.1204,0.0073,0.0688,0.0003,0.2065,0.0827,0.1498,0.0003,0.0017,0.0003,0.0012,0.0037,0.0026
0.0179,0.0778,0.0011,0.0011,0.0011,0.6818,0.0011,0.0011,0.0011,0.1576,0.0011,0.0011,0.0011,0.0011,0.0011,0.0368,0.0011,0.0011,0.0011,0.0011,0.0011,0.0022,0.0011,0.0011,0.0011,0.0053,0.0011
0.1224,0.2083,0.0026,0.0005,0.003,0.1346,0.0013,0.0009,0.1566,0.1774,0.0005,0.003,0.0132,0.0005,0.047,0.0737,0.0005,0.0005,0.0106,0.039,0.0009,0.0005,0.0005,0.0005,0.0005,0.0022,0.0005
0.2455,0.0455,0.0031,0.0243,0.0031,0.0334,0.0031,0.0031,0.0152,0.1152,0.0031,0.0031,0.0031,0.0394,0.0031,0.0122,0.0485,0.0061,0.0031,0.0031,0.3607,0.0031,0.0031,0.0031,0.0031,0.0091,0.0031
0.5398,0.0033,0.0131,0.0019,0.001,0.0819,0.0019,0.0015,0.0005,0.0244,0.0005,0.001,0.0033,0.0043,0.0174,0.2325,0.0071,0.0005,0.0099,0.0361,0.0075,0.0005,0.0015,0.0052,0.0005,0.0005,0.0038
0.0701,0.1211,0.0064,0.0064,0.0064,0.3695,0.0064,0.0064,0.0128,0.102,0.0064,0.0064,0.0255,0.0128,0.0064,0.0319,0.0064,0.0064,0.0064,0.0064,0.0064,0.0319,0.0064,0.0064,0.0064,0.051,0.0701
